AIPPID,Title,AltTitle,Type,Media Identifier,Medium,Location,Artist(s),Date,Dimensions,Marks,Subject,Owner,Condition,References,HistoricalSubject,PublicSpace,Exterior/Interior,RecordCreationDate,Remarks,Latitude,Longitude,In Progress,Deaccessioned
324,Aileron,,Sculpture,Iron,"Forged iron, bronze",McCabe Park Community Center,"Dillon, Michael",2012,18'h x 25'w,,A sculpture of iron with 3 supporting legs with two wings on top. The wings spin 360 degrees,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,,36.314158,-86.709765,FALSE,FALSE
325,Exploration and Discovery #1: The Spark of Discovery,,Sculpture,Bronze,"Bronze, fabricated steel base",Public Square Park,"Rowe, Ken",2011,"19""H",,Four children mesmerized by discovery of something. The base depicts a rabit in its nest.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"This is the first piece of ""Exploration and Discovery"" highlighting the role Nashville has played in art, science, and culture innovations. Amung other things, a saber tooth tiger skull is buried underneath the children as a reference to the skull found in the AmSouth building excavation and representing the things that came before us.",36.166928,-86.779122,FALSE,FALSE
326,Exploration and Discovery #2: The Scholar,,Sculpture,Bronze,"Cast bronze, fabricated bronze, fabricated steel base",Public Square Park,"Rowe, Ken",2011,"17""H",,A scholar sitting in the middle of 8 telescopes surrounded by books.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"The second piece of ""Exploration and Discovery"" represents the active pursuit of knowledge. The rug beneath the scholar is worn from looking into the telescopes. The planets are in the astronomical position of December 25, 1779, the day James Robertson crossed the Cumberland River and onto the future site of Nashville. Six of the telescopes are aimed at Nashville landmarks and two at astronomical bodies.",36.166021,-86.778512,FALSE,FALSE
327,Exploration and Discovery #3: To the Moon,,Sculpture,Bronze,"Bronze, cast glass with bronze rim, granite",Public Square Park,"Rowe, Ken",2011,7'H,,A woman standing on a pile of books splits open the moon to change a lightbulb inside,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"The third piece of ""Exploration and Discovery"" represents reaching the aim of knowledge as she only reaches the moon through standing on a tower of books and objects. The objects in the stack represent various aspects of local history, the musical tradition, space and astronomical exploration, and local flora and fauna.",36.167228,-86.777555,FALSE,FALSE
328,Citizen,,Sculpture,Glass,Glass torsos with woven stainless steel base,Public Square Park,"Sayre, Thomas",2010,30' H,,Two conversing figures with outstretched arms. A mechanical system is set up for a person to rotate the torsos.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,4/23/12,"The two figures represent the leaders of Nashville directing the development of the city, going back to founders James Robertson and John Donelson to Fisk and Tennessee A&I University students leading the Nashville Civil Rights reform to current leadership. The sculptures turn to represent every Nashvillian's participation in the city. At night, the sculptures are lit to serve as a beacon for a gathering place for all of Nashville.",36.166021,-86.778512,FALSE,FALSE
329,Tree of Learning,,Sculpture,Bronze,Bronze,Vanderbilt University,"Wyatt, Greg",2000,20'h,,"A tree with three trunks that create a space for a visitor to stand. The tree depicts images of figures, faces, and hands in the bark.",Vanderbilt University,,Vanderbilt Outdoor Art Collection,FALSE,FALSE,TRUE,5/14/12,"The tree, with hands in the branches passing candles and new growth of leaves and buds, represents the passing and renewal of knowledge found at a university. This sculpture is the center of the ""Garden of Great Ideas"" collection.",36.145772,-86.800909,FALSE,FALSE
330,Ascension,,Sculpture,Bronze,,Vanderbilt University,"Paydavousi, Kasra",2000,,,"A dome with two male figures, one on top of the dome and one under the dome.",Vanderbilt University,,Vanderbilt New Article,FALSE,FALSE,TRUE,5/14/12,"This work explores religion and self-awareness. The figure under the dome (""Penitence"") represents those who are trapped by the institution of religion, while the figure on top of the dome (""Ecstacy"") represents those who have achieved self-awareness through religion",36.144898,-86.80129,FALSE,FALSE
331,Con-volution,,Sculpture,Bronze,,Vanderbilt University - Medical Center,"Bond, Jeremy",2000,,,This piece represents the double-helix of a strand of DNA.,Vanderbilt University,,Vanderbilt News Article,FALSE,FALSE,TRUE,5/14/12,This work represents the continuity of genetics and life as parents pass on DNA to children. Generations do not stay the same but constantly evolve and change as people are living beings contrary to inanimate objects.,36.142335,-86.802141,FALSE,FALSE
332,Shadow and Substance,,Sculpture,Bronze,Bronze,Vanderbilt University - Peabody College,"Locascio, Michael",2000,,,"Two figures, one on top looking down into his reflection.",Vanderbilt University,,Vanderbilt Outdoor Sculptures,FALSE,FALSE,TRUE,5/14/12,"This work represents the conscious and unconscious minds. The conscious mind is looking down into his reflection of the unconcscious mind. The conscious mind throws one arm into the water with his unconscious mind as he attempts to find self-awareness. The other arm is bound behind him, representing how the conscious mind can be limiting. The unconscious mind is distorted to represent that there are limits to full self-knowledge.",36.141917,-86.798391,FALSE,FALSE
335,The Birth of Apollo,,Sculpture,Bronze,Bronze sculpture as centerpiece of fountain,Schermerhorn Symphony Center,"Eskridge, Casey",2006,15'W x 25'H,,"Two figures topping a fountain, one with a lyre and one with a horn.",Schermerhorn Symphony Center,,Schermerhorn Building Art,TRUE,TRUE,TRUE,5/14/12,,36.159932,-86.776114,FALSE,FALSE
336,The Flutist,,Sculpture,Marble,Marble,Schermerhorn Symphony Center,"Varo, Marton",,3'W x 6'H,"Inscribed on base: ""He will always be the music""","Statue commemorating Kenneth D Schermerhorn, Music Director and Conductor of the Nashville Symphony Orchestra from 1983-2005.",Schermerhorn Symphony Center,,Schermerhorn Building Art,FALSE,TRUE,TRUE,5/14/12,,36.159611,-86.775942,FALSE,FALSE
337,The Recording Angel,,Sculpture,Bronze,Bronze statue on marble base,Schermerhorn Symphony Center,"Flack, Audrey",2006,4'W x 9'H,"Inscribed artist's name on robe; Inscribed ""The recording angel inscribes the tones, that envelope the heart and heal the bones, that lighten life's toll, and soothe the soul…"" - Audrey Flack",Bronze angel holding a fountain pen and tablet,Schermerhorn Symphony Center,,Schermerhorn Building Art,FALSE,FALSE,TRUE,5/14/12,,36.159204,-86.775706,FALSE,FALSE
338,Orpheus and Eurydice,,Relief,Limestone,Limestone,Schermerhorn Symphony Center,"Kaskey, Ray",2006,48'W x 8'H,,Relief sculpture above main entrance of Schermerhorn Symphony Center,Schermerhorn Symphony Center,,Schermerhorn Building Art,TRUE,TRUE,TRUE,5/14/12,,36.160172,-86.775752,FALSE,FALSE
340,Waveform: Pan American Blues,,Sculpture,Glass,Cold cast processed glass,Nashville International Airport,"Sheng, Shan Shan",2011,85'W x 14.5'L (max),,"A series of 82 glass panels ranging in length from 7.5 feet to 14.5 feet. The panels are colored red, blue, and purple.",Nashville International Airport,,http://www.nashintl.com/arts/Waveform.aspx,FALSE,TRUE,FALSE,5/14/12,"This piece welcomes visitors to Nashville, showing them the hospitality and vitality of the city and the people. It alludes to Nashville's history and heritage as well as the growing cosmopolitan feel of the city. The piece was inspired by the song ""Pan American Blues"" by Country Music Hall of Fame member DeFord Bailey.",36.131507,-86.669447,FALSE,FALSE
341,Wind Reeds,,Sculpture,Aluminum,Aluminum panels,Nashville International Airport,"Kahn, Ned",2011,,,Hinged aluminum panels that cover a wall of the Consolidated Rental Car facility. The panels move according to the wind,Nashville International Airport,,http://www.nashintl.com/arts/NedKahn.aspx,FALSE,TRUE,FALSE,5/14/12,"This piece illuminates the invisible force of the wind and the mesmerizing effect that it can have when it is noticed. The surface of the aluminum changes with the color of the sky, sun, and clouds, and the wind.",36.134689,-86.667767,FALSE,FALSE
342,Timeless,,Sculpture,Steel,Steel and Civil War cannonballs,Commerce Center Building,"Sorci, Joe",2002,"96""H x 96""W",Inscribed on base: J.Sorci,Two nearly interlinked hemicycles with cannonballs arranged within them.,,,http://www.nashvillescene.com/nashville/taking-shape/Content?oid=1185777,FALSE,TRUE,TRUE,5/15/12,"Sculpture created with cannonballs excavated in 1999 while building the Commerce Center. The cannonballs were believed to be made in the 1860's by a local foundry. This piece concentrates on a theme of the passage of time and looks machine-like, leaving the viewer to decide what the piece represents.",36.16227,-86.776307,FALSE,FALSE
344,"Oh, Roy",,Sculpture,Bronze,Bronze,Ryman Auditorium,"Faxon, Russell",1994,Life-size,,Minnie Pearl and Roy Acuff seated on a bench inside Ryman Auditorium.,Gaylord Entertainment Co.,,,TRUE,FALSE,FALSE,5/16/12,"Minnie Pearl, a comedian, and Roy Acuff, a musician, were two of the Grand Ole Opry's central tenants. The Grand Ole Opry took place at what is now Ryman Auditorium from 1925-1974.",36.161510,-86.778159,FALSE,FALSE
345,Tennessee Falls,,Fountain,Stone,,Tennessee Performing Arts Center,"Houge, Jon, Meek, Thom, & Swensson, Lin",2003,,,A stone wall built with three types of stone with water falling down the wall into a pool at the bottom.,Tennessee Performing Arts Center,,,FALSE,TRUE,FALSE,5/16/12,,36.164792,-86.782387,FALSE,FALSE
346,Sundial,,Sculpture,Metal,"Steel, iron, bronze, brick, and stone (all recovered from demolition of building)",Vanderbilt University,"Jacobs, Dillard, Adamson, John, & Patton, James",,,,A sundial in the shape of three metal rings forming a sphere,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,This sundial was designed by a Vanderbilt professor and built by his students. The materials used were salvaged from the remnants of the Barnard Observatory which stood in this site from 1875-1952 when it was torn down to make room for Rand Hall.,36.146818,-86.8033,FALSE,FALSE
347,Map Turtle: Graptemys Geographica,,Sculpture,Bronze,Cast Bronze,Vanderbilt University - Peabody College,"Cadieux, Kirsten",2000,,,A map of the world in the shape of a turtle,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,"The turtle shape is an interpretation of the map of the world. The work focuses on three themes of land-use throughout American history: techonological/industrial, agricultural, and hunter-gatherer.",36.140595,-86.798497,FALSE,FALSE
348,The Fault,,Sculpture,Bronze,Bronze,Vanderbilt University,"Silvera, Viviane",2000,"66"" x 46"" x 28""",,A mother standing and bending away from her baby daughter who is on the floor grasping for her mother.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,"This work explores the theme of a mother betraying her daughter. Culture promotes an image of a mother nurturing and supporting her child, but the instances of maternal violence are often forgotten. This piece shows the paradox between the mother being the ultimate nurturer for her child but also the ultimate destroyer.",36.147375,-86.804555,FALSE,FALSE
349,Solipsis,,Sculpture,Bronze,Bronze,Vanderbilt University - Peabody College,"Simon, Alex",2003,,,An abstract curved shape,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,This work explores the philosophical idea of Solipsism (only one's own mind is certain to exist). The artist represents the creative struggle of overcoming one's own assumptions and weakness to express thoughts and feelings to other people's individual assumptions.,36.142895,-86.798966,FALSE,FALSE
350,The Ladder,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Scherl, Mary Ellen",2003,,,A ladder in the shape of a double helix with 4 angels sitting on various rungs,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,"Inspired by the story of generations growing at Jacob's Ladder from the Bible, this ladder represents the idea that with more knowledge and discovery about genetics and our future generations. The diversity of the angels on the ladder represent the four races of humankind.",36.140776,-86.802543,FALSE,FALSE
351,Theme of Balance,,Sculpture,Bronze,Bronze,Vanderbilt University,"Parlier, Dana",2003,,,An athlete balancing on one hand with arms and legs outstretched,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,The athlete represents the ability to persevere and transpire what can seem impossible as the athlete's balance appears to defy gravity outstretched on top of a tall and small pillar.,36.140832,-86.808528,FALSE,FALSE
352,Dream Catchers,,Sculpture,Bronze,Bronze,Vanderbilt University,"Fellah, Serge",2003,,,Two figures in movement,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,These figures represent humanity's need to constantly explore his inner spirit and to discover something greater than himself. It pushes man to explore and outreach the limits of his mind.,36.142813,-86.809096,FALSE,FALSE
353,Being II Becoming,,Sculpture,Bronze,Bronze,Vanderbilt University,"Schaum, Stephen",2000,,,Four male torsos attached to a wall,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,The four torsos express humanity's ever-changing and transforming being as we constant shift and reorganize.,36.146677,-86.803651,FALSE,FALSE
354,Adegan,,Sculpture,Mixed Media,,Vanderbilt University - Medical Center,"Stella, Frank",,,,,Vanderbilt University,,,FALSE,FALSE,FALSE,5/16/12,,36.142503,-86.802332,FALSE,FALSE
355,Armillary,,Sculpture,Metal,,Vanderbilt University - Medical Center,"Doak, Anice",,,,Sphere comprised of three rings with an arrow running through the middle,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,,36.144045,-86.800808,FALSE,FALSE
356,Balanced and Unbalanced Beam,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Benton, Fletcher",1980,,,Abstract red metal geometric shapes stacked on top of each other,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,"Benton strives to make his pieces ""work"" in three-dimensional space and has a lengthy process to ensure that they make a statement. Despite the bright red color, Benton sees the color as merely decorative as he focuses on the shape and space of the piece.",36.142999,-86.802067,FALSE,FALSE
357,Bishop's Grave,,Monument,Stone,,Vanderbilt University,Unknown,,,,A decorative tomb marking the gravesite of 3 Methodist bishops,Vanderbilt University,,,TRUE,FALSE,TRUE,5/16/12,"This tomb marks the grave site of three Methodist bisphops. Bishop Holland N. McTyere was a founder of Vanderbilt University and the first president of the Board of Trust. Bishop William McKendree was the first American-born Methodist bishop as well as a soldier with George Washington's army. Lastly, Bishop Joshua Soule helped found the Methodist Episcopal Church. Additionally, Landon C. Garland, the first Chancellor of Vanderbilt, and his wife Amelia Townsend, are buried here.",36.146887,-86.801258,FALSE,FALSE
358,Black Cat,,Sculpture,Ceramic Tile,"Polymer fortified cement with alkali resistant fiberglass mesh, polysterene foam core form, glass and ceramic tile",Vanderbilt University - Peabody College,"Driver, Lynn",2004,"36"" x 24"" x 16""",,A croutching black cat made from mosaics,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,Lynn Driver was awarded best middle level art teacher in 2002.,36.142916,-86.799149,FALSE,FALSE
359,Broken Victory,,Sculpture,Metal,,Vanderbilt University,"Tarr, William",,,,Long horizontal and vertical planes with spikes surrounding them,Vanderbilt University,,,FALSE,FALSE,TRUE,5/16/12,This piece is a Vietnam War Memorial and a gift from Minna and Jacob Brussel,36.144936,-86.800965,FALSE,FALSE
360,Coming Home,,Sculpture,Bronze,Bronze,Vanderbilt University - Peabody College,"McGraw, Deloss",2004,,,A boy striding forward towards a door,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.142876,-86.799281,FALSE,FALSE
361,David,,Sculpture,Bronze,,Vanderbilt University,"LeQuire, Alan",1981,,,A figure of David sitting on a rock playing the lyre,Vanderbilt University,,,TRUE,FALSE,TRUE,5/17/12,This sculpture was commissioned by Anne Potter Wilson for the Blair School of Music.,36.138774,-86.8065,FALSE,FALSE
362,Eldon B. Stevenson,,Sculpture,Bronze,Bronze,Vanderbilt University,"de Weldon, Felix",1972,,,A bust of Eldon B. Stevenson,Vanderbilt University,,,TRUE,FALSE,TRUE,5/17/12,"Eldon B. Stevenson was a member of the Vanderbilt Board of Trustees and the president of National Life and Accident Insurance Company. Stevenson funded the construction of Vanderbilt's Science Complex, which now bears his name.",36.145087,-86.801806,FALSE,FALSE
363,Flying Torso,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"LeQuire, Alan",,"38"" x 21"" x 47""",,A female torso balanced on proper right leg with other leg and arms outstretched,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,This piece was donated from the Phi Chi Medical Fraternity from the Vanderbilt School of Medicine. The artist graduated from Vanderbilt in 1978 with a B.S. in English and Art History.,36.143285,-86.802803,FALSE,FALSE
364,Fountain,,Fountain,Stone,,Vanderbilt University,Unknown,,,,A small fountain surrounded by stones,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"The fountain was dedicated in memory of Madeleine Joyce Goodman, Ph.D. 1945-1996.",36.143869,-86.805497,FALSE,FALSE
365,Fusion,,Sculpture,Mixed Media,Various man-made and natural material,Vanderbilt University,"Stasz, Mark",2002,8'H,,Two pyramid shapes holding a sphere in the middle,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"The artist explores the wonders and beauty of both the man-made and the natural world with this piece. He engages the viewer with the sense of line and space, as well as freedom from constraints and the seemingly impossible.",36.148426,-86.800788,FALSE,FALSE
366,Guardian Spirit,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Alpert, Herb",2000,"77""H x 50""w",,An abstract angel figure with wings outstretched and knees bent,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"Best known as a musician, Alpert's piece has the same qualities of fluidity and softness as music.",36.143002,-86.801384,FALSE,FALSE
367,Imole Blue,,Land Art,Unknown,Grape hyacinth bulbs,Vanderbilt University - Peabody College,"Campos-Pons, Maria Magdalena",,,,"4,400 grape hyacinth bulbs planted in an arrangement outlining the streets of Manguito, Cuba",Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"In Yourba, ""imole blue"" means blue earth. A native of Manguito, Cuba, the artist attempts to outline the streets of her hometown. In this way, she creates a memory of place that resonates with the many Vanderbilt students and employees who have left hometowns and countries in pursuit of knowledge.",36.143321,-86.798985,FALSE,FALSE
368,Indeterminate Line,,Sculpture,Steel,Beams of steel,Vanderbilt University,"Venet, Bernar",2001,,,A long steel beam twisted into a circle resting on the ground.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,Venet has explored pieces around the theme of indeterminate lines since 1979 as twisting and bending the thick steel beams is a challenging physical and technical feat for artists. The work expresses the paradox between the ease of body movements and the challenge of manipulating steel beams.,36.137883,-86.80103,FALSE,FALSE
369,Korean Tomb Carving,,Sculpture,Stone,,Vanderbilt University - Peabody College,Unknown,,,,A statue from the tomb site of an ancient Korean king.,Vanderbilt University,,,TRUE,FALSE,TRUE,5/17/12,"This statue was a gift to Peabody professor Willard Goslin from the South Korean Government. After the Korean War, Goslin led a group of Peabody faculty to South Korea to help rebuild the educational system in the country. At the same time, 32 South Korean educators came to Vanderbilt to earn doctoral degrees in Education from Peabody. Currently the Minister of Education in South Korea, as well as 75 percent of South Korean college and university deans earned a doctoral degree at Peabody College.",36.14257,-86.79831,FALSE,FALSE
370,Owl's Outlook,,Sculpture,Bronze,Bronze,Vanderbilt University - Peabody College,"Fleming, Frank",2004,,,"A series of animals (dog, deer, rabbit, duck, turtle) sitting on top of one another with an owl perched at the top of a tree branch.",Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.142787,-86.799118,FALSE,FALSE
371,Piesterion: Diasematon 2,,Sculpture,Bronze,,Vanderbilt University - Peabody College,"Warren, Gabriel",,,,Four columns with bronze plates dissecting the columns,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"This piece was inspired by the Antarctic ice cores. The work is titled from the Greek root ""piester"" meaning ""press"" referring to the forming of the ice caps, and the Greek prefix ""dia"" meaning ""through"" and ""semata"" meaning ""signals"" referring to inclusions that are found in ice cores. The inclusions are represented by the bronze plates in the columns.",36.141437,-86.799612,FALSE,FALSE
372,Seasonal Cycles,,Mosaic,Ceramic Tile,Painted ceramic tile,Vanderbilt University,"Cook, Polly",1994,,,Mosaic of many different types of people at Vanderbilt doing different campus activities,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"The artist is inspired by a theme of love and all of the positive and negative emotions that come along with love. Her work is not literal, but is a visual narrative to be interpreted by the viewer.",36.147218,-86.801084,FALSE,FALSE
373,Two Rings,,Sculpture,Bronze,,Vanderbilt University - Medical Center,"Sorci, Joe",,,,"Two bronze rings, one sitting on top of the other.",Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.144363,-86.80099,FALSE,FALSE
374,Pietrasanta (Holy Stone),,Sculpture,Marble,,Vanderbilt University,"Dill, Guy",,,,Abstract collection of geometric shapes,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.144815,-86.800623,FALSE,FALSE
375,Pure Heart,,Sculpture,Marble,Tennessee Cedar marble with black marble base,Vanderbilt University - Medical Center,"Swensson, Lin",2000,,,A carved marble heart with indentation on the left side,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"Placed in a garden of the Vanderbilt Hospital, these piece is a centerpoint of reflection for patients, families, doctors, and students. The heart reflects the strength, simplicity, and beauty of the physical and emotional human heart.",36.144115,-86.80162,FALSE,FALSE
376,Rock Specimens,,Land Art,Stone,Iron ore rocks,Vanderbilt University,Unknown,1928,,,"Iron ore rocks from near Centerville and Rockville, TN",Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,These two large rocks were first displayed at the TN Cetennial Exhibition in 1897. They were moved to their current location on Vanderbilt's campus when the Geology Department occupied Garland Hall from 1928-1977.,36.146749,-86.801716,FALSE,FALSE
377,Spitting Images,,Fountain,Concrete,Concrete,Vanderbilt University,"Hunter, Sherri Warner",,,,Fountain with three concrete head spouts,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.146373,-86.803587,FALSE,FALSE
378,Star Chamber,,Land Art,Mixed Media,"Tennessee limstone, logs",Vanderbilt Dyer Observatory,"Drury, Chris",2006,,,A life-size chamber that functions as a camera-obscura. The horizon and sky is projected as an image on the wall once the viewer is inside the chamber. The star chamber also functions as a sundial during the day.,Vanderbilt University,,http://www.dyer.vanderbilt.edu/images/docs/StarChamberBrochure.jpg,FALSE,FALSE,TRUE,5/17/12,"The whole structure is simply held together by notched logs and stones. The outer rock arms represent the spiral of the galaxy. Once inside, the sky and horizon is projected through the top opening all around the walls of the chamber. A second hole at the top of the chamber only allows in a point of light at exactly noon, thus acting as a sundial. The standing rocks surrounding the outside of the chamber mark the sunrise and sunset of the solstice and equinox days.",36.052489,-86.805529,FALSE,FALSE
379,The Annointed,,Sculpture,Bronze,,Vanderbilt University - Medical Center,"Jackson, Buddy",2000,,,A woman with clapsed hands stretching up towards the sky.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"Jackson strives to portray the movement, expression, and story behind all of his figures. He has a common theme of showing the power of women as opposed to the media's portrayal of women throughout his work.",36.144252,-86.801634,FALSE,FALSE
380,The Bent,,Sculpture,Bronze,,Vanderbilt University,Unknown,1966,,,Symbol of the Tau Beta Pi Engineering Honor Society,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.144469,-86.802715,FALSE,FALSE
381,The Pursuit of Knowledge,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Blik, Maurice",2000,"38"" x 53"" x 18""",,Two figures with arms outstretched grasping for a golden cloud-like structure.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,This sculpture represents the pursuit of knowledge and information.,36.144351,-86.800851,FALSE,FALSE
382,Undulation,,Sculpture,Copper,Burnished copper and stainless steel,Vanderbilt University,"Sorci, Joe",2002,,,A wavy panel of copper with stainless steel rods running through it.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.138615,-86.805773,FALSE,FALSE
383,Tumbleweed,,Sculpture,Steel,Painted steel,Vanderbilt University,"di Suvero, Mark",2012,,,Abstract red steel beams converging in the center,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.143783,-86.806177,FALSE,FALSE
384,Untitled 1,,Sculpture,Metal,,Vanderbilt University,Unknown,,,,A round wheel sculpture,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.146359,-86.80236,FALSE,FALSE
385,Untitled 2,,Sculpture,Metal,,Vanderbilt University,Unknown,,,,A tall cubist column,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.146172,-86.801866,FALSE,FALSE
386,Untitled 3,,Sculpture,Metal,,Vanderbilt University,Unknown,,,,Tall metal block with web structure on one top corner,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.14475,-86.802557,FALSE,FALSE
387,Untitled 4,,Sculpture,Metal,,Vanderbilt University - Medical Center,Unknown,,,,Jointed structure with three legs sitting on the ground and one at the top,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.143898,-86.802284,FALSE,FALSE
388,Untitled 5,,Sculpture,Metal,,Vanderbilt University,Unknown,,,,Three large metal panels curved around one another,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.144001,-86.805979,FALSE,FALSE
389,Untitled 7,,Sculpture,Metal,,Vanderbilt University - Medical Center,Unknown,,,,Round metal circle with part of the center bent away,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.143118,-86.801835,FALSE,FALSE
390,Circle of Peace,,Sculpture,Bronze,,Vanderbilt University - Medical Center,Unknown,,"48"" x 96"" x 96""",,A circle of 5 children holding hands and running around,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"The circle of children represents the diversity of the world, and how, when there is interaction and relationships between people of different races, there can be no discrimation and segregation. The cooperation, respect, and joy of the children encompasses all of humanity. There is a space left in the circle for a child to interact with the piece, allowing a child to close the gap and complete the circle",36.139155,-86.802838,FALSE,FALSE
391,Circus Horse and Rider,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Doak, Bill",2004,,,A bronze sculpture of a horse with a woman balancing on one foot on its back. The woman is holding rings in both hands and in one foot.,Vanderbilt University,,http://cpc-fis.vanderbilt.edu/childrens%20hospital.pdf,FALSE,FALSE,TRUE,5/17/12,"Bill Doak was a Vanderbilt pre-med undergraduate who started sculpting during his time at Vanderbilt. He subsequently completed his residency at Vanderbilt and since then, has donated many sculptural pieces to the hospital in order to give something beautiful to the children at the hospital. This sculpture was commissioned by Mr. and Mrs. Charles Ritzen to celebrate Vanderbilt Children's Hospital opening as ""a hospital within a hospital"".",36.138908,-86.802063,FALSE,FALSE
392,Cutouts,,Sculpture,Bronze,,Vanderbilt University - Medical Center,"DeDecker, Jane",,,,A little girl sitting on a bench cutting out paper dolls.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"This piece was donated by Cayce Joyce who stumbled across the piece and bought it for the Children's Hospital as paper doll cutouts are the symbol of the Children's Hospital. The sculpture represents a childhood free of responsibility and worry, with only time to create and enjoy.",36.138994,-86.802475,FALSE,FALSE
393,Mother with Children,,Sculpture,Bronze,,Vanderbilt University - Medical Center,"Doak, Bill",,,,A mother walking and holding hands with her two young children.,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,Created by local pediatrician and sculptor Bill Doak to give something enjoyable and beautiful to the children at the hospital.,36.138944,-86.802338,FALSE,FALSE
394,Running Girl,,Sculpture,Bronze,Bronze,Vanderbilt University - Medical Center,"Doak, Bill",,,,Small girl running forward,Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,,36.138929,-86.802164,FALSE,FALSE
395,Splish Splash,,Fountain,Bronze,,Vanderbilt University - Medical Center,"Blik, Maurice",,,,"A globe with two children turning backflips. The children's feet are touching at the top, forming a heart in the negative space between their bodies and legs.",Vanderbilt University,,,FALSE,FALSE,TRUE,5/17/12,"The sculpture was commissioned by Phil and Mary Farris Martin to memorialize their son, Alexander, who died of cardiac arrest at the age of 10. As the piece was being finished, Mary Farris died unexpectedly. The piece was donated to the newly-opening children's hospital in memory of both of them and has since become the signature piece of the hospital.",36.138952,-86.802384,FALSE,FALSE
397,Thread (Connector Bridge),,Bridge Enhancement,Metal,,28th/31st Avenue Connector,"Dahlquist, David",Expected 2012,,,Design on the fence of the bridge with a thread running throughout various quilt squares which have been created by the community.,Metropolitan Nashville Arts Commission,,,FALSE,TRUE,TRUE,5/18/12,"The artwork concept for the 28th Avenue Connector Bridge centers on themes of connectivity. The bridge is intended to connect two formerly separated neighborhoods and cultural areas. Dahlquist explores the new connectivity through themes of sewing, thread, and tying. Dahlquist ties all of this together with the metaphor of quilting to building community. Dahlquist will work with the community to develop individual quilt square patters, each of which will act as a QR code that links back to video and content of the community members' stories and background.",36.150571,-86.818648,TRUE,FALSE
